range,column,x_start,x_end,y_start,y_end
41,45,158.586,162.602,1.916,2.424
41,46,158.586,162.602,1.408,1.916
41,47,158.586,162.602,0.900,1.408
41,48,158.586,162.602,0.392,0.900
42,1,162.602,166.617,24.268,24.776
42,2,162.602,166.617,23.760,24.268
42,3,162.602,166.617,23.252,23.760
42,4,162.602,166.617,22.744,23.252
42,5,162.602,166.617,22.236,22.744
42,6,162.602,166.617,21.728,22.236
42,7,162.602,166.617,21.220,21.728
42,8,162.602,166.617,20.712,21.220
42,9,162.602,166.617,20.204,20.712
42,10,162.602,166.617,19.696,20.204
42,11,162.602,166.617,19.188,19.696
42,12,162.602,166.617,18.680,19.188
42,13,162.602,166.617,18.172,18.680
42,14,162.602,166.617,17.664,18.172
42,15,162.602,166.617,17.156,17.664
42,16,162.602,166.617,16.648,17.156
42,17,162.602,166.617,16.140,16.648
42,18,162.602,166.617,15.632,16.140
42,19,162.602,166.617,15.124,15.632
42,20,162.602,166.617,14.616,15.124
42,21,162.602,166.617,14.108,14.616
42,22,162.602,166.617,13.600,14.108
42,23,162.602,166.617,13.092,13.600
42,24,162.602,166.617,12.584,13.092
42,25,162.602,166.617,12.076,12.584
42,26,162.602,166.617,11.568,12.076
42,27,162.602,166.617,11.060,11.568
42,28,162.602,166.617,10.552,11.060
42,29,162.602,166.617,10.044,10.552
42,30,162.602,166.617,9.536,10.044
42,31,162.602,166.617,9.028,9.536
42,32,162.602,166.617,8.520,9.028
42,33,162.602,166.617,8.012,8.520
42,34,162.602,166.617,7.504,8.012
42,35,162.602,166.617,6.996,7.504
42,36,162.602,166.617,6.488,6.996
42,37,162.602,166.617,5.980,6.488
42,38,162.602,166.617,5.472,5.980
42,39,162.602,166.617,4.964,5.472
42,40,162.602,166.617,4.456,4.964
42,41,162.602,166.617,3.948,4.456
42,42,162.602,166.617,3.440,3.948
42,43,162.602,166.617,2.932,3.440
42,44,162.602,166.617,2.424,2.932
42,45,162.602,166.617,1.916,2.424
42,46,162.602,166.617,1.408,1.916
42,47,162.602,166.617,0.900,1.408
42,48,162.602,166.617,0.392,0.900
43,1,166.617,170.633,24.268,24.776
43,2,166.617,170.633,23.760,24.268
43,3,166.617,170.633,23.252,23.760
43,4,166.617,170.633,22.744,23.252
43,5,166.617,170.633,22.236,22.744
43,6,166.617,170.633,21.728,22.236
43,7,166.617,170.633,21.220,21.728
43,8,166.617,170.633,20.712,21.220
43,9,166.617,170.633,20.204,20.712
43,10,166.617,170.633,19.696,20.204
43,11,166.617,170.633,19.188,19.696
43,12,166.617,170.633,18.680,19.188
43,13,166.617,170.633,18.172,18.680
43,14,166.617,170.633,17.664,18.172
43,15,166.617,170.633,17.156,17.664
43,16,166.617,170.633,16.648,17.156
43,17,166.617,170.633,16.140,16.648
43,18,166.617,170.633,15.632,16.140
43,19,166.617,170.633,15.124,15.632
43,20,166.617,170.633,14.616,15.124
43,21,166.617,170.633,14.108,14.616
43,22,166.617,170.633,13.600,14.108
43,23,166.617,170.633,13.092,13.600
43,24,166.617,170.633,12.584,13.092
43,25,166.617,170.633,12.076,12.584
43,26,166.617,170.633,11.568,12.076
43,27,166.617,170.633,11.060,11.568
43,28,166.617,170.633,10.552,11.060
43,29,166.617,170.633,10.044,10.552
43,30,166.617,170.633,9.536,10.044
43,31,166.617,170.633,9.028,9.536
43,32,166.617,170.633,8.520,9.028
43,33,166.617,170.633,8.012,8.520
43,34,166.617,170.633,7.504,8.012
43,35,166.617,170.633,6.996,7.504
43,36,166.617,170.633,6.488,6.996
43,37,166.617,170.633,5.980,6.488
43,38,166.617,170.633,5.472,5.980
43,39,166.617,170.633,4.964,5.472
43,40,166.617,170.633,4.456,4.964
43,41,166.617,170.633,3.948,4.456
43,42,166.617,170.633,3.440,3.948
43,43,166.617,170.633,2.932,3.440
43,44,166.617,170.633,2.424,2.932
43,45,166.617,170.633,1.916,2.424
43,46,166.617,170.633,1.408,1.916
43,47,166.617,170.633,0.900,1.408
43,48,166.617,170.633,0.392,0.900
44,1,170.633,174.649,24.268,24.776
44,2,170.633,174.649,23.760,24.268
44,3,170.633,174.649,23.252,23.760
44,4,170.633,174.649,22.744,23.252
44,5,170.633,174.649,22.236,22.744
44,6,170.633,174.649,21.728,22.236
44,7,170.633,174.649,21.220,21.728
44,8,170.633,174.649,20.712,21.220
44,9,170.633,174.649,20.204,20.712
44,10,170.633,174.649,19.696,20.204
44,11,170.633,174.649,19.188,19.696
44,12,170.633,174.649,18.680,19.188
44,13,170.633,174.649,18.172,18.680
44,14,170.633,174.649,17.664,18.172
44,15,170.633,174.649,17.156,17.664
44,16,170.633,174.649,16.648,17.156
44,17,170.633,174.649,16.140,16.648
44,18,170.633,174.649,15.632,16.140
44,19,170.633,174.649,15.124,15.632
44,20,170.633,174.649,14.616,15.124
44,21,170.633,174.649,14.108,14.616
44,22,170.633,174.649,13.600,14.108
44,23,170.633,174.649,13.092,13.600
44,24,170.633,174.649,12.584,13.092
44,25,170.633,174.649,12.076,12.584
44,26,170.633,174.649,11.568,12.076
44,27,170.633,174.649,11.060,11.568
44,28,170.633,174.649,10.552,11.060
44,29,170.633,174.649,10.044,10.552
44,30,170.633,174.649,9.536,10.044
44,31,170.633,174.649,9.028,9.536
44,32,170.633,174.649,8.520,9.028
44,33,170.633,174.649,8.012,8.520
44,34,170.633,174.649,7.504,8.012
44,35,170.633,174.649,6.996,7.504
44,36,170.633,174.649,6.488,6.996
44,37,170.633,174.649,5.980,6.488
44,38,170.633,174.649,5.472,5.980
44,39,170.633,174.649,4.964,5.472
44,40,170.633,174.649,4.456,4.964
44,41,170.633,174.649,3.948,4.456
44,42,170.633,174.649,3.440,3.948
44,43,170.633,174.649,2.932,3.440
44,44,170.633,174.649,2.424,2.932
44,45,170.633,174.649,1.916,2.424
44,46,170.633,174.649,1.408,1.916
44,47,170.633,174.649,0.900,1.408
44,48,170.633,174.649,0.392,0.900
45,1,174.649,178.664,24.268,24.776
45,2,174.649,178.664,23.760,24.268
45,3,174.649,178.664,23.252,23.760
45,4,174.649,178.664,22.744,23.252
45,5,174.649,178.664,22.236,22.744
45,6,174.649,178.664,21.728,22.236
45,7,174.649,178.664,21.220,21.728
45,8,174.649,178.664,20.712,21.220
45,9,174.649,178.664,20.204,20.712
45,10,174.649,178.664,19.696,20.204
45,11,174.649,178.664,19.188,19.696
45,12,174.649,178.664,18.680,19.188
45,13,174.649,178.664,18.172,18.680
45,14,174.649,178.664,17.664,18.172
45,15,174.649,178.664,17.156,17.664
45,16,174.649,178.664,16.648,17.156
45,17,174.649,178.664,16.140,16.648
45,18,174.649,178.664,15.632,16.140
45,19,174.649,178.664,15.124,15.632
45,20,174.649,178.664,14.616,15.124
45,21,174.649,178.664,14.108,14.616
45,22,174.649,178.664,13.600,14.108
45,23,174.649,178.664,13.092,13.600
45,24,174.649,178.664,12.584,13.092
45,25,174.649,178.664,12.076,12.584
45,26,174.649,178.664,11.568,12.076
45,27,174.649,178.664,11.060,11.568
45,28,174.649,178.664,10.552,11.060
45,29,174.649,178.664,10.044,10.552
45,30,174.649,178.664,9.536,10.044
45,31,174.649,178.664,9.028,9.536
45,32,174.649,178.664,8.520,9.028
45,33,174.649,178.664,8.012,8.520
45,34,174.649,178.664,7.504,8.012
45,35,174.649,178.664,6.996,7.504
45,36,174.649,178.664,6.488,6.996
45,37,174.649,178.664,5.980,6.488
45,38,174.649,178.664,5.472,5.980
45,39,174.649,178.664,4.964,5.472
45,40,174.649,178.664,4.456,4.964
45,41,174.649,178.664,3.948,4.456
45,42,174.649,178.664,3.440,3.948
45,43,174.649,178.664,2.932,3.440
45,44,174.649,178.664,2.424,2.932
45,45,174.649,178.664,1.916,2.424
45,46,174.649,178.664,1.408,1.916
45,47,174.649,178.664,0.900,1.408
45,48,174.649,178.664,0.392,0.900
46,1,178.664,182.680,24.268,24.776
46,2,178.664,182.680,23.760,24.268
46,3,178.664,182.680,23.252,23.760
46,4,178.664,182.680,22.744,23.252
46,5,178.664,182.680,22.236,22.744
46,6,178.664,182.680,21.728,22.236
46,7,178.664,182.680,21.220,21.728
46,8,178.664,182.680,20.712,21.220
46,9,178.664,182.680,20.204,20.712
46,10,178.664,182.680,19.696,20.204
46,11,178.664,182.680,19.188,19.696
46,12,178.664,182.680,18.680,19.188
46,13,178.664,182.680,18.172,18.680
46,14,178.664,182.680,17.664,18.172
46,15,178.664,182.680,17.156,17.664
46,16,178.664,182.680,16.648,17.156
46,17,178.664,182.680,16.140,16.648
46,18,178.664,182.680,15.632,16.140
46,19,178.664,182.680,15.124,15.632
46,20,178.664,182.680,14.616,15.124
46,21,178.664,182.680,14.108,14.616
46,22,178.664,182.680,13.600,14.108
46,23,178.664,182.680,13.092,13.600
46,24,178.664,182.680,12.584,13.092
46,25,178.664,182.680,12.076,12.584
46,26,178.664,182.680,11.568,12.076
46,27,178.664,182.680,11.060,11.568
46,28,178.664,182.680,10.552,11.060
46,29,178.664,182.680,10.044,10.552
46,30,178.664,182.680,9.536,10.044
46,31,178.664,182.680,9.028,9.536
46,32,178.664,182.680,8.520,9.028
46,33,178.664,182.680,8.012,8.520
46,34,178.664,182.680,7.504,8.012
46,35,178.664,182.680,6.996,7.504
46,36,178.664,182.680,6.488,6.996
46,37,178.664,182.680,5.980,6.488
46,38,178.664,182.680,5.472,5.980
46,39,178.664,182.680,4.964,5.472
46,40,178.664,182.680,4.456,4.964
46,41,178.664,182.680,3.948,4.456
46,42,178.664,182.680,3.440,3.948
46,43,178.664,182.680,2.932,3.440
46,44,178.664,182.680,2.424,2.932
46,45,178.664,182.680,1.916,2.424
46,46,178.664,182.680,1.408,1.916
46,47,178.664,182.680,0.900,1.408
46,48,178.664,182.680,0.392,0.900
47,1,182.680,186.695,24.268,24.776
47,2,182.680,186.695,23.760,24.268
47,3,182.680,186.695,23.252,23.760
47,4,182.680,186.695,22.744,23.252
47,5,182.680,186.695,22.236,22.744
47,6,182.680,186.695,21.728,22.236
47,7,182.680,186.695,21.220,21.728
47,8,182.680,186.695,20.712,21.220
47,9,182.680,186.695,20.204,20.712
47,10,182.680,186.695,19.696,20.204
47,11,182.680,186.695,19.188,19.696
47,12,182.680,186.695,18.680,19.188
47,13,182.680,186.695,18.172,18.680
47,14,182.680,186.695,17.664,18.172
47,15,182.680,186.695,17.156,17.664
47,16,182.680,186.695,16.648,17.156
47,17,182.680,186.695,16.140,16.648
47,18,182.680,186.695,15.632,16.140
47,19,182.680,186.695,15.124,15.632
47,20,182.680,186.695,14.616,15.124
47,21,182.680,186.695,14.108,14.616
47,22,182.680,186.695,13.600,14.108
47,23,182.680,186.695,13.092,13.600
47,24,182.680,186.695,12.584,13.092
47,25,182.680,186.695,12.076,12.584
47,26,182.680,186.695,11.568,12.076
47,27,182.680,186.695,11.060,11.568
47,28,182.680,186.695,10.552,11.060
47,29,182.680,186.695,10.044,10.552
47,30,182.680,186.695,9.536,10.044
47,31,182.680,186.695,9.028,9.536
47,32,182.680,186.695,8.520,9.028
47,33,182.680,186.695,8.012,8.520
47,34,182.680,186.695,7.504,8.012
47,35,182.680,186.695,6.996,7.504
47,36,182.680,186.695,6.488,6.996
47,37,182.680,186.695,5.980,6.488
47,38,182.680,186.695,5.472,5.980
47,39,182.680,186.695,4.964,5.472
47,40,182.680,186.695,4.456,4.964
47,41,182.680,186.695,3.948,4.456
47,42,182.680,186.695,3.440,3.948
47,43,182.680,186.695,2.932,3.440
47,44,182.680,186.695,2.424,2.932
47,45,182.680,186.695,1.916,2.424
47,46,182.680,186.695,1.408,1.916
47,47,182.680,186.695,0.900,1.408
47,48,182.680,186.695,0.392,0.900
48,1,186.695,190.711,24.268,24.776
48,2,186.695,190.711,23.760,24.268
48,3,186.695,190.711,23.252,23.760
48,4,186.695,190.711,22.744,23.252
48,5,186.695,190.711,22.236,22.744
48,6,186.695,190.711,21.728,22.236
48,7,186.695,190.711,21.220,21.728
48,8,186.695,190.711,20.712,21.220
48,9,186.695,190.711,20.204,20.712
48,10,186.695,190.711,19.696,20.204
48,11,186.695,190.711,19.188,19.696
48,12,186.695,190.711,18.680,19.188
48,13,186.695,190.711,18.172,18.680
48,14,186.695,190.711,17.664,18.172
48,15,186.695,190.711,17.156,17.664
48,16,186.695,190.711,16.648,17.156
48,17,186.695,190.711,16.140,16.648
48,18,186.695,190.711,15.632,16.140
48,19,186.695,190.711,15.124,15.632
48,20,186.695,190.711,14.616,15.124
48,21,186.695,190.711,14.108,14.616
48,22,186.695,190.711,13.600,14.108
48,23,186.695,190.711,13.092,13.600
48,24,186.695,190.711,12.584,13.092
48,25,186.695,190.711,12.076,12.584
48,26,186.695,190.711,11.568,12.076
48,27,186.695,190.711,11.060,11.568
48,28,186.695,190.711,10.552,11.060
48,29,186.695,190.711,10.044,10.552
48,30,186.695,190.711,9.536,10.044
48,31,186.695,190.711,9.028,9.536
48,32,186.695,190.711,8.520,9.028
48,33,186.695,190.711,8.012,8.520
48,34,186.695,190.711,7.504,8.012
48,35,186.695,190.711,6.996,7.504
48,36,186.695,190.711,6.488,6.996
48,37,186.695,190.711,5.980,6.488
48,38,186.695,190.711,5.472,5.980
48,39,186.695,190.711,4.964,5.472
48,40,186.695,190.711,4.456,4.964
48,41,186.695,190.711,3.948,4.456
48,42,186.695,190.711,3.440,3.948
48,43,186.695,190.711,2.932,3.440
48,44,186.695,190.711,2.424,2.932
48,45,186.695,190.711,1.916,2.424
48,46,186.695,190.711,1.408,1.916
48,47,186.695,190.711,0.900,1.408
48,48,186.695,190.711,0.392,0.900
49,1,190.711,194.727,24.268,24.776
49,2,190.711,194.727,23.760,24.268
49,3,190.711,194.727,23.252,23.760
49,4,190.711,194.727,22.744,23.252
49,5,190.711,194.727,22.236,22.744
49,6,190.711,194.727,21.728,22.236
49,7,190.711,194.727,21.220,21.728
49,8,190.711,194.727,20.712,21.220
49,9,190.711,194.727,20.204,20.712
49,10,190.711,194.727,19.696,20.204
49,11,190.711,194.727,19.188,19.696
49,12,190.711,194.727,18.680,19.188
49,13,190.711,194.727,18.172,18.680
49,14,190.711,194.727,17.664,18.172
49,15,190.711,194.727,17.156,17.664
49,16,190.711,194.727,16.648,17.156
49,17,190.711,194.727,16.140,16.648
49,18,190.711,194.727,15.632,16.140
49,19,190.711,194.727,15.124,15.632
49,20,190.711,194.727,14.616,15.124
49,21,190.711,194.727,14.108,14.616
49,22,190.711,194.727,13.600,14.108
49,23,190.711,194.727,13.092,13.600
49,24,190.711,194.727,12.584,13.092
49,25,190.711,194.727,12.076,12.584
49,26,190.711,194.727,11.568,12.076
49,27,190.711,194.727,11.060,11.568
49,28,190.711,194.727,10.552,11.060
49,29,190.711,194.727,10.044,10.552
49,30,190.711,194.727,9.536,10.044
49,31,190.711,194.727,9.028,9.536
49,32,190.711,194.727,8.520,9.028
49,33,190.711,194.727,8.012,8.520
49,34,190.711,194.727,7.504,8.012
49,35,190.711,194.727,6.996,7.504
49,36,190.711,194.727,6.488,6.996
49,37,190.711,194.727,5.980,6.488
49,38,190.711,194.727,5.472,5.980
49,39,190.711,194.727,4.964,5.472
49,40,190.711,194.727,4.456,4.964
49,41,190.711,194.727,3.948,4.456
49,42,190.711,194.727,3.440,3.948
49,43,190.711,194.727,2.932,3.440
49,44,190.711,194.727,2.424,2.932
49,45,190.711,194.727,1.916,2.424
49,46,190.711,194.727,1.408,1.916
49,47,190.711,194.727,0.900,1.408
49,48,190.711,194.727,0.392,0.900
50,1,194.727,198.742,24.268,24.776
50,2,194.727,198.742,23.760,24.268
50,3,194.727,198.742,23.252,23.760
50,4,194.727,198.742,22.744,23.252
50,5,194.727,198.742,22.236,22.744
50,6,194.727,198.742,21.728,22.236
50,7,194.727,198.742,21.220,21.728
50,8,194.727,198.742,20.712,21.220
50,9,194.727,198.742,20.204,20.712
50,10,194.727,198.742,19.696,20.204
50,11,194.727,198.742,19.188,19.696
50,12,194.727,198.742,18.680,19.188
50,13,194.727,198.742,18.172,18.680
50,14,194.727,198.742,17.664,18.172
50,15,194.727,198.742,17.156,17.664
50,16,194.727,198.742,16.648,17.156
50,17,194.727,198.742,16.140,16.648
50,18,194.727,198.742,15.632,16.140
50,19,194.727,198.742,15.124,15.632
50,20,194.727,198.742,14.616,15.124
50,21,194.727,198.742,14.108,14.616
50,22,194.727,198.742,13.600,14.108
50,23,194.727,198.742,13.092,13.600
50,24,194.727,198.742,12.584,13.092
50,25,194.727,198.742,12.076,12.584
50,26,194.727,198.742,11.568,12.076
50,27,194.727,198.742,11.060,11.568
50,28,194.727,198.742,10.552,11.060
50,29,194.727,198.742,10.044,10.552
50,30,194.727,198.742,9.536,10.044
50,31,194.727,198.742,9.028,9.536
50,32,194.727,198.742,8.520,9.028
50,33,194.727,198.742,8.012,8.520
50,34,194.727,198.742,7.504,8.012
50,35,194.727,198.742,6.996,7.504
50,36,194.727,198.742,6.488,6.996
50,37,194.727,198.742,5.980,6.488
50,38,194.727,198.742,5.472,5.980
50,39,194.727,198.742,4.964,5.472
50,40,194.727,198.742,4.456,4.964
50,41,194.727,198.742,3.948,4.456
50,42,194.727,198.742,3.440,3.948
50,43,194.727,198.742,2.932,3.440
50,44,194.727,198.742,2.424,2.932
50,45,194.727,198.742,1.916,2.424
50,46,194.727,198.742,1.408,1.916
50,47,194.727,198.742,0.900,1.408
50,48,194.727,198.742,0.392,0.900
51,1,198.742,202.758,24.268,24.776
51,2,198.742,202.758,23.760,24.268
51,3,198.742,202.758,23.252,23.760
51,4,198.742,202.758,22.744,23.252
51,5,198.742,202.758,22.236,22.744
51,6,198.742,202.758,21.728,22.236
51,7,198.742,202.758,21.220,21.728
51,8,198.742,202.758,20.712,21.220
51,9,198.742,202.758,20.204,20.712
51,10,198.742,202.758,19.696,20.204
51,11,198.742,202.758,19.188,19.696
51,12,198.742,202.758,18.680,19.188
51,13,198.742,202.758,18.172,18.680
51,14,198.742,202.758,17.664,18.172
51,15,198.742,202.758,17.156,17.664
51,16,198.742,202.758,16.648,17.156
51,17,198.742,202.758,16.140,16.648
51,18,198.742,202.758,15.632,16.140
51,19,198.742,202.758,15.124,15.632
51,20,198.742,202.758,14.616,15.124
51,21,198.742,202.758,14.108,14.616
51,22,198.742,202.758,13.600,14.108
51,23,198.742,202.758,13.092,13.600
51,24,198.742,202.758,12.584,13.092
51,25,198.742,202.758,12.076,12.584
51,26,198.742,202.758,11.568,12.076
51,27,198.742,202.758,11.060,11.568
51,28,198.742,202.758,10.552,11.060
51,29,198.742,202.758,10.044,10.552
51,30,198.742,202.758,9.536,10.044
51,31,198.742,202.758,9.028,9.536
51,32,198.742,202.758,8.520,9.028
51,33,198.742,202.758,8.012,8.520
51,34,198.742,202.758,7.504,8.012
51,35,198.742,202.758,6.996,7.504
51,36,198.742,202.758,6.488,6.996
51,37,198.742,202.758,5.980,6.488
51,38,198.742,202.758,5.472,5.980
51,39,198.742,202.758,4.964,5.472
51,40,198.742,202.758,4.456,4.964
51,41,198.742,202.758,3.948,4.456
51,42,198.742,202.758,3.440,3.948
51,43,198.742,202.758,2.932,3.440
51,44,198.742,202.758,2.424,2.932
51,45,198.742,202.758,1.916,2.424
51,46,198.742,202.758,1.408,1.916
51,47,198.742,202.758,0.900,1.408
51,48,198.742,202.758,0.392,0.900
52,1,202.758,206.773,24.268,24.776
52,2,202.758,206.773,23.760,24.268
52,3,202.758,206.773,23.252,23.760
52,4,202.758,206.773,22.744,23.252
52,5,202.758,206.773,22.236,22.744
52,6,202.758,206.773,21.728,22.236
52,7,202.758,206.773,21.220,21.728
52,8,202.758,206.773,20.712,21.220
52,9,202.758,206.773,20.204,20.712
52,10,202.758,206.773,19.696,20.204
52,11,202.758,206.773,19.188,19.696
52,12,202.758,206.773,18.680,19.188
52,13,202.758,206.773,18.172,18.680
52,14,202.758,206.773,17.664,18.172
52,15,202.758,206.773,17.156,17.664
52,16,202.758,206.773,16.648,17.156
52,17,202.758,206.773,16.140,16.648
52,18,202.758,206.773,15.632,16.140
52,19,202.758,206.773,15.124,15.632
52,20,202.758,206.773,14.616,15.124
52,21,202.758,206.773,14.108,14.616
52,22,202.758,206.773,13.600,14.108
52,23,202.758,206.773,13.092,13.600
52,24,202.758,206.773,12.584,13.092
52,25,202.758,206.773,12.076,12.584
52,26,202.758,206.773,11.568,12.076
52,27,202.758,206.773,11.060,11.568
52,28,202.758,206.773,10.552,11.060
52,29,202.758,206.773,10.044,10.552
52,30,202.758,206.773,9.536,10.044
52,31,202.758,206.773,9.028,9.536
52,32,202.758,206.773,8.520,9.028
52,33,202.758,206.773,8.012,8.520
52,34,202.758,206.773,7.504,8.012
52,35,202.758,206.773,6.996,7.504
52,36,202.758,206.773,6.488,6.996
52,37,202.758,206.773,5.980,6.488
52,38,202.758,206.773,5.472,5.980
52,39,202.758,206.773,4.964,5.472
52,40,202.758,206.773,4.456,4.964
52,41,202.758,206.773,3.948,4.456
52,42,202.758,206.773,3.440,3.948
52,43,202.758,206.773,2.932,3.440
52,44,202.758,206.773,2.424,2.932
52,45,202.758,206.773,1.916,2.424
52,46,202.758,206.773,1.408,1.916
52,47,202.758,206.773,0.900,1.408
52,48,202.758,206.773,0.392,0.900
53,1,206.773,210.789,24.268,24.776
53,2,206.773,210.789,23.760,24.268
53,3,206.773,210.789,23.252,23.760
53,4,206.773,210.789,22.744,23.252
53,5,206.773,210.789,22.236,22.744
53,6,206.773,210.789,21.728,22.236
53,7,206.773,210.789,21.220,21.728
53,8,206.773,210.789,20.712,21.220
53,9,206.773,210.789,20.204,20.712
53,10,206.773,210.789,19.696,20.204
53,11,206.773,210.789,19.188,19.696
53,12,206.773,210.789,18.680,19.188
53,13,206.773,210.789,18.172,18.680
53,14,206.773,210.789,17.664,18.172
53,15,206.773,210.789,17.156,17.664
53,16,206.773,210.789,16.648,17.156
53,17,206.773,210.789,16.140,16.648
53,18,206.773,210.789,15.632,16.140
53,19,206.773,210.789,15.124,15.632
53,20,206.773,210.789,14.616,15.124
53,21,206.773,210.789,14.108,14.616
53,22,206.773,210.789,13.600,14.108
53,23,206.773,210.789,13.092,13.600
53,24,206.773,210.789,12.584,13.092
53,25,206.773,210.789,12.076,12.584
53,26,206.773,210.789,11.568,12.076
53,27,206.773,210.789,11.060,11.568
53,28,206.773,210.789,10.552,11.060
53,29,206.773,210.789,10.044,10.552
53,30,206.773,210.789,9.536,10.044
53,31,206.773,210.789,9.028,9.536
53,32,206.773,210.789,8.520,9.028
53,33,206.773,210.789,8.012,8.520
53,34,206.773,210.789,7.504,8.012
53,35,206.773,210.789,6.996,7.504
53,36,206.773,210.789,6.488,6.996
53,37,206.773,210.789,5.980,6.488
53,38,206.773,210.789,5.472,5.980
53,39,206.773,210.789,4.964,5.472
53,40,206.773,210.789,4.456,4.964
53,41,206.773,210.789,3.948,4.456
53,42,206.773,210.789,3.440,3.948
53,43,206.773,210.789,2.932,3.440
53,44,206.773,210.789,2.424,2.932
53,45,206.773,210.789,1.916,2.424
53,46,206.773,210.789,1.408,1.916
53,47,206.773,210.789,0.900,1.408
53,48,206.773,210.789,0.392,0.900
54,1,210.789,214.805,24.268,24.776
54,2,210.789,214.805,23.760,24.268
54,3,210.789,214.805,23.252,23.760
54,4,210.789,214.805,22.744,23.252
54,5,210.789,214.805,22.236,22.744
54,6,210.789,214.805,21.728,22.236
54,7,210.789,214.805,21.220,21.728
54,8,210.789,214.805,20.712,21.220
54,9,210.789,214.805,20.204,20.712
54,10,210.789,214.805,19.696,20.204
54,11,210.789,214.805,19.188,19.696
54,12,210.789,214.805,18.680,19.188
54,13,210.789,214.805,18.172,18.680
54,14,210.789,214.805,17.664,18.172
54,15,210.789,214.805,17.156,17.664
54,16,210.789,214.805,16.648,17.156
54,17,210.789,214.805,16.140,16.648
54,18,210.789,214.805,15.632,16.140
54,19,210.789,214.805,15.124,15.632
54,20,210.789,214.805,14.616,15.124
54,21,210.789,214.805,14.108,14.616
54,22,210.789,214.805,13.600,14.108
54,23,210.789,214.805,13.092,13.600
54,24,210.789,214.805,12.584,13.092
54,25,210.789,214.805,12.076,12.584
54,26,210.789,214.805,11.568,12.076
54,27,210.789,214.805,11.060,11.568
54,28,210.789,214.805,10.552,11.060
54,29,210.789,214.805,10.044,10.552
54,30,210.789,214.805,9.536,10.044
54,31,210.789,214.805,9.028,9.536
54,32,210.789,214.805,8.520,9.028
54,33,210.789,214.805,8.012,8.520
54,34,210.789,214.805,7.504,8.012
54,35,210.789,214.805,6.996,7.504
54,36,210.789,214.805,6.488,6.996
54,37,210.789,214.805,5.980,6.488
54,38,210.789,214.805,5.472,5.980
54,39,210.789,214.805,4.964,5.472
54,40,210.789,214.805,4.456,4.964
54,41,210.789,214.805,3.948,4.456
54,42,210.789,214.805,3.440,3.948
54,43,210.789,214.805,2.932,3.440
54,44,210.789,214.805,2.424,2.932
54,45,210.789,214.805,1.916,2.424
54,46,210.789,214.805,1.408,1.916
54,47,210.789,214.805,0.900,1.408
54,48,210.789,214.805,0.392,0.900